speaker_id,form_id,grade,classification,asr_transcription,wav_path,prompt,example,confidence_score,acoustic_score,lm_score,pitch,intensity,pause(sec),silence(sec),duration(sec),wpm,total_num_word,level_1,level_2,level_3,seq_len,key1,key2,key3,key4,avg,all_avg_score,Threshold_Count
652010106003,IS_1766,4.5,1,"Now playing soccer on the field and I have done that because I'm the school soccer team when I was in elementary school and I do like it. If I'm a parent I would encourage my children to do these kinds of activities. I think they can have fun and learn about the importance of teamwork. I think that's in a park and they're having a match and some people are wearing green and some people are wearing red. They're chasing a ball and I think it's going to goal. The goalkeeper run out and someone's really tired. He's kneeling down. Someone is going to run on the right side And there's a bridge behind the field there are many trees though It's beside the road, the field is beside the road you",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106003_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.7939,0.91456,4.25142,306.2607,0.0480940740486538,0.0,0.0,90.13,1.476,133,93.0,2.0,5.0,8,0.5477,0.6515,0.58925,0.5644,0.58821,0.4873,3
652010106007,IS_1766,3.5,0,"There are many people are playing soccer. They're wearing red or white or black or green clothes and maybe they are playing a game. I play soccer last summer vacation with my cousin and if I am the parent, I will take my, I will encourage my children to play soccer because do exercise is help to our our body health and can protect our body condition. Maybe today is summer vacation and sunny day so adults take their children to park to play soccer game. Let them know workout is very amusing and important. Let them study Let's learn Express Study can still do exercise to let's learn release their study press. And there are many, many green tree and the gigantic grass. And they playing game Furious want to win the game. on",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106007_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.8354,0.89913,4.83005,428.1935,0.0627294477829538,0.0,0.0,90.21,1.496,135,92.0,6.0,2.0,9,0.54095,0.0,0.53112,0.5332,0.40132,0.4532,2
652010106022,IS_1766,3.0,0,"I think they are playing soccer. I like to play volleyball. Although I'm not good at it, but I feel happy when I'm playing volleyball. I would encourage my children, my child, to play volleyball. to play sports, to play soccer. I think it is good and you can make friends.",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106022_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.8404,0.9062,4.6506,274.7385,0.0371808823855484,0.0,0.0,43.62,1.169,51,100.0,0.0,0.0,6,0.5595,0.62655,0.58475,0.721,0.62295,0.5364,7
652010106025,IS_1766,4.0,1,"They are playing soccer and I haven't attended the activity like this. But maybe I will try that next month or another day. I like playing basketball more. And if I am a parent, I will encourage my children to do exercise like this because it's it's healthy to to play soccer and I saw a man right in the middle of the picture he wears green t-shirt and there's a number 48 on his t-shirt and his pants are blue and the man in front of him wears a black shirt and a gray also black pants and there is a walker right back",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106025_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.8584,0.92099,4.63306,391.5366,0.0748755395037236,0.0,0.0,89.93,1.168,105,98.0,2.0,0.0,4,0.0,0.0,0.55125,0.5536,0.27621,0.4917,2
652010106026,IS_1766,3.0,0,"The people in the picture are playing soccer in a park. I haven't played soccer before. I think I will play this sport one day. If I am parents, I will encourage my children to take part in this sport. Actually, because it's helpful for body. It's a important sport. And doing sport outside is helpful for health.",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106026_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.8459,0.92621,5.84039,377.2837,0.0418280899692117,0.0,0.0,89.66,0.647,58,97.0,3.0,0.0,7,0.8708,0.6133,0.61712,0.0,0.5253,0.5214,6
652010106028,IS_1766,3.5,0,"The people in the pictures are playing soccer. I haven't done this before, but I think I like it because sports is very important for me and I love to do exercise. I will encourage my children to do this kind of activities because doing exercise is very important and can let our body become healthier. The people in the picture are playing soccer and some people were with records. and some people wear with green clothes and the soccer is yellow. Maybe they are in the park. Maybe they are playing at the park and the park, the apartment is nearby the park.",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106028_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.8275,0.90906,5.46791,340.5362,0.0285162602558853,0.0,0.0,89.3,1.165,104,98.0,2.0,0.0,7,0.8715,0.5899,0.6641,0.56163,0.67178,0.5318,6
652010106033,IS_1766,4.0,1,"In the picture, the people might play soccer. I haven't played soccer because I'm a student. If I have time, I would like to try soccer in my literature time. I think soccer is a pretty good sport for me. and if I had children and I'm a parent I would tell my children to play soccer if he likes because it is an outdoor game and it can it can train his train his sports and make him healthier. And in the picture, I think there are two teams. One team is red and another team is green because they wear different t-shirts. And the weather might be a good day. There are some, there are no clouds but blue skies and green trees.",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106033_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.8582,0.90637,4.85442,363.6195,0.056886014157346,0.0,0.0,89.61,1.395,125,96.0,4.0,0.0,9,0.769,0.6223,0.57353,0.58247,0.63682,0.4986,5
652010106039,IS_1766,3.5,0,"The children in the picture is playing soccer and I have the same experience like them too. I like playing soccer. If I'm their parent, I will support them to play soccer because doing sport is good for their health and it will make them happier. There is a boy wearing a green shirt and blue shorts and another boy wearing a red shirt and blue shorts too. And there is a boy that is running so fast is wearing red shirts and white shorts and green socks he looks so happy there's a boy in front of the red red shirts boy is wearing black shirt and",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106039_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.8265,0.91249,3.77985,430.9749,0.0735079647676475,0.0,0.0,89.99,1.2,108,96.0,4.0,0.0,5,0.6219,0.6847,0.7306,0.57235,0.65239,0.527,7
652010106042,IS_1766,4.0,1,"They are playing soccer. I had been playing soccer when I was studying in elementary school, but I don't like it because it's too hard for me. If I am parents, I think I will... my kids to play soccer because playing sports is... will make people more healthy and I think they are playing quite happy the ball is yellow there are seven people in the picture and they look happy I think playing South Korea is a good sport if you're good at playing soccer. The people wearing black shirts looks like the coach of these boys.",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106042_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.8258,0.92261,4.91455,439.7832,0.0690210527135876,0.0,0.0,89.53,1.106,99,98.0,2.0,0.0,4,0.7827,0.7799,0.5563,0.6582,0.69428,0.5523,5
652010106043,IS_1766,4.0,1,"The people in the picture are playing soccer on the lawn. I've been playing soccer when I was in elementary school. I think it's really fun. If I were a parent, I would encourage my kids to play soccer. with his or her friends because through praying suckers he can know how to work in a team and he can know more people and make more friends through it. The people with green t-shirts and black shirts are looking on the ground. It looks like he has sore legs and the people wearing white shirt and blue pants seems to fall",/share/corpus/LTTC2023/IS-1766_sliced/IS-1766_sliced/652010106043_300.wav,"What are the people in the picture doing? Have you ever taken part in a similar activity? Did you like it? If you were a parent, would you encourage your child to engage in this kind of activity? Why? If you still have time, please describe what people are wearing and other details of this picture.","The people in the picture are playing soccer. I played soccer when I was at elementary school, but I didn’t like it. It was too difficult for me. I often fell down when I was running on the court, and what's worse, I felt extremely hurt on my head or calf when I hit the ball! If I have children, I will let them try this sport because playing soccer consumes a lot of energy, and it is suitable for kids. They will also get enough exercise with regular soccer practice. There're seven soccer players in this picture and they are fully concentrated on the game. The ball is yellow, which is different from a traditional black-and-white design. I think a goal has just been scored by the player wearing the blue shorts on the right. The man wearing black in the middle seems to be their coach.",0.8582,0.94036,4.06363,424.0683,0.0963990652637782,0.0,0.0,89.52,1.128,101,96.0,4.0,0.0,7,0.8786,0.7742,0.5719,0.56837,0.69827,0.5038,4
